rank_this_week,rank_last_week,player_name,rounds,avg,total_distance,total_drives,tournamet_id,tournament_name,year,type
54,24,J.J. Spaun,4,287,"2,296",8,t533,Workday Charity Open,2020,weekly
55,,Russell Henley,4,285.8,"2,286",8,t533,Workday Charity Open,2020,weekly
56,,Brian Gay,4,285.5,"2,284",8,t533,Workday Charity Open,2020,weekly
57,62,Pat Perez,4,285.1,"2,281",8,t533,Workday Charity Open,2020,weekly
T58,,Jason Dufner,4,282.8,"2,262",8,t533,Workday Charity Open,2020,weekly
T58,,Chez Reavie,4,282.8,"2,262",8,t533,Workday Charity Open,2020,weekly
60,16,Matt Wallace,4,282.1,"2,257",8,t533,Workday Charity Open,2020,weekly
61,,Matt Kuchar,4,281.6,"2,253",8,t533,Workday Charity Open,2020,weekly
62,,Zach Johnson,4,281.4,"2,251",8,t533,Workday Charity Open,2020,weekly
63,,Graeme McDowell,4,278.5,"2,228",8,t533,Workday Charity Open,2020,weekly
64,,Andrew Putnam,4,277.8,"2,222",8,t533,Workday Charity Open,2020,weekly
65,,Tim Wilkinson,4,276.6,"2,213",8,t533,Workday Charity Open,2020,weekly
66,67,Steve Stricker,4,269.9,"2,159",8,t533,Workday Charity Open,2020,weekly
67,,Jerry Kelly,4,257.1,"2,057",8,t533,Workday Charity Open,2020,weekly
1,4,Bryson DeChambeau,4,350.6,"2,805",8,t524,Rocket Mortgage Classic,2020,weekly
2,,Cameron Champ,4,341,"2,728",8,t524,Rocket Mortgage Classic,2020,weekly
3,,Seamus Power,4,332.4,"2,659",8,t524,Rocket Mortgage Classic,2020,weekly
4,,Luke List,4,328.8,"2,630",8,t524,Rocket Mortgage Classic,2020,weekly
5,,Matthew Wolff,4,326.4,"2,611",8,t524,Rocket Mortgage Classic,2020,weekly
6,,Hudson Swafford,4,325,"2,600",8,t524,Rocket Mortgage Classic,2020,weekly
T7,8,Sam Burns,4,324.6,"2,597",8,t524,Rocket Mortgage Classic,2020,weekly
T7,,Scott Harrington,4,324.6,"2,597",8,t524,Rocket Mortgage Classic,2020,weekly
9,,Hideki Matsuyama,4,323.1,"2,585",8,t524,Rocket Mortgage Classic,2020,weekly
T10,64,Lanto Griffin,4,322.8,"2,582",8,t524,Rocket Mortgage Classic,2020,weekly
T10,,Kris Ventura,4,322.8,"2,582",8,t524,Rocket Mortgage Classic,2020,weekly
12,,Patrick Rodgers,4,320.9,"2,567",8,t524,Rocket Mortgage Classic,2020,weekly
13,T52,Kevin Chappell,4,317.9,"2,543",8,t524,Rocket Mortgage Classic,2020,weekly
14,,Brandon Hagy,4,317.5,"2,540",8,t524,Rocket Mortgage Classic,2020,weekly
15,T36,Richy Werenski,4,316.9,"2,535",8,t524,Rocket Mortgage Classic,2020,weekly
16,,Matt Wallace,4,316.6,"2,533",8,t524,Rocket Mortgage Classic,2020,weekly
17,,Sepp Straka,4,314.9,"2,519",8,t524,Rocket Mortgage Classic,2020,weekly
18,41,Seung-Yul Noh,4,314.8,"2,518",8,t524,Rocket Mortgage Classic,2020,weekly
19,7,Lucas Glover,4,313.3,"2,506",8,t524,Rocket Mortgage Classic,2020,weekly
20,,Danny Willett,4,312.9,"2,503",8,t524,Rocket Mortgage Classic,2020,weekly
21,,Tom Lewis,4,312.8,"2,502",8,t524,Rocket Mortgage Classic,2020,weekly
22,,Tony Finau,4,312,"2,496",8,t524,Rocket Mortgage Classic,2020,weekly
23,,Zack Sucher,4,309,"2,472",8,t524,Rocket Mortgage Classic,2020,weekly
24,,J.J. Spaun,4,308.5,"2,468",8,t524,Rocket Mortgage Classic,2020,weekly
25,,Rickie Fowler,4,306.9,"2,455",8,t524,Rocket Mortgage Classic,2020,weekly
26,,George McNeill,4,306.6,"2,453",8,t524,Rocket Mortgage Classic,2020,weekly
27,,K.H. Lee,4,306.1,"2,449",8,t524,Rocket Mortgage Classic,2020,weekly
28,,Mark Anderson,4,306,"2,448",8,t524,Rocket Mortgage Classic,2020,weekly
29,T58,Doc Redman,4,305.9,"2,447",8,t524,Rocket Mortgage Classic,2020,weekly
30,T29,Viktor Hovland,4,305.6,"2,445",8,t524,Rocket Mortgage Classic,2020,weekly
31,,Maverick McNealy,4,304.6,"2,437",8,t524,Rocket Mortgage Classic,2020,weekly
32,,Rhein Gibson,4,304.5,"2,436",8,t524,Rocket Mortgage Classic,2020,weekly
33,,Webb Simpson,4,304,"2,432",8,t524,Rocket Mortgage Classic,2020,weekly
34,,Harry Higgs,4,303.9,"2,431",8,t524,Rocket Mortgage Classic,2020,weekly
35,21,Scott Stallings,4,303.6,"2,429",8,t524,Rocket Mortgage Classic,2020,weekly
36,50,Sungjae Im,4,303.1,"2,425",8,t524,Rocket Mortgage Classic,2020,weekly
37,T11,Si Woo Kim,4,302.8,"2,422",8,t524,Rocket Mortgage Classic,2020,weekly
38,51,Harold Varner III,4,302.6,"2,421",8,t524,Rocket Mortgage Classic,2020,weekly
39,,Kevin Kisner,4,301.4,"2,411",8,t524,Rocket Mortgage Classic,2020,weekly
40,17,Troy Merritt,4,301.3,"2,410",8,t524,Rocket Mortgage Classic,2020,weekly
41,,Keegan Bradley,4,299.6,"2,397",8,t524,Rocket Mortgage Classic,2020,weekly
42,,Cameron Tringale,4,299,"2,392",8,t524,Rocket Mortgage Classic,2020,weekly
43,,Michael Gellerman,4,298.6,"2,389",8,t524,Rocket Mortgage Classic,2020,weekly
44,T52,Wesley Bryan,4,297.9,"2,383",8,t524,Rocket Mortgage Classic,2020,weekly
45,,Adam Schenk,4,297.6,"2,381",8,t524,Rocket Mortgage Classic,2020,weekly
T46,,Chris Kirk,4,297.4,"2,379",8,t524,Rocket Mortgage Classic,2020,weekly
T46,63,Emiliano Grillo,4,297.4,"2,379",8,t524,Rocket Mortgage Classic,2020,weekly
48,,Bo Van Pelt,4,297.3,"2,378",8,t524,Rocket Mortgage Classic,2020,weekly
49,67,Henrik Norlander,4,297.1,"2,377",8,t524,Rocket Mortgage Classic,2020,weekly
50,61,Michael Thompson,4,296.4,"2,371",8,t524,Rocket Mortgage Classic,2020,weekly
51,40,Austin Cook,4,296,"2,368",8,t524,Rocket Mortgage Classic,2020,weekly
52,,Josh Teater,4,295.9,"2,367",8,t524,Rocket Mortgage Classic,2020,weekly
53,,Chris Stroud,4,295.6,"2,365",8,t524,Rocket Mortgage Classic,2020,weekly
54,,Tyrrell Hatton,4,294.6,"2,357",8,t524,Rocket Mortgage Classic,2020,weekly
55,,Fabián Gómez,4,293.9,"2,351",8,t524,Rocket Mortgage Classic,2020,weekly
56,,Adam Hadwin,4,293.6,"2,349",8,t524,Rocket Mortgage Classic,2020,weekly
57,,Arjun Atwal,4,293.5,"2,348",8,t524,Rocket Mortgage Classic,2020,weekly
58,T58,Brendon Todd,4,292.8,"2,342",8,t524,Rocket Mortgage Classic,2020,weekly
59,,Jonathan Byrd,4,291.5,"2,332",8,t524,Rocket Mortgage Classic,2020,weekly
60,57,Brian Stuard,4,290.5,"2,324",8,t524,Rocket Mortgage Classic,2020,weekly
61,48,Ryan Armour,4,290.4,"2,323",8,t524,Rocket Mortgage Classic,2020,weekly
62,,Pat Perez,4,289.9,"2,319",8,t524,Rocket Mortgage Classic,2020,weekly
63,,Johnson Wagner,4,289.8,"2,318",8,t524,Rocket Mortgage Classic,2020,weekly
64,,Chris Baker,4,289,"2,312",8,t524,Rocket Mortgage Classic,2020,weekly
65,27,Tyler Duncan,4,287.6,"2,301",8,t524,Rocket Mortgage Classic,2020,weekly
66,T55,Mark Hubbard,4,287.1,"2,297",8,t524,Rocket Mortgage Classic,2020,weekly
67,,Steve Stricker,4,284.1,"2,273",8,t524,Rocket Mortgage Classic,2020,weekly
68,,Zac Blair,4,278.3,"2,226",8,t524,Rocket Mortgage Classic,2020,weekly
69,,"Ted Potter, Jr.",4,276.8,"2,214",8,t524,Rocket Mortgage Classic,2020,weekly
70,62,Luke Donald,4,273.8,"2,190",8,t524,Rocket Mortgage Classic,2020,weekly
1,T19,Jhonattan Vegas,4,322.4,"2,579",8,t034,Travelers Championship,2020,weekly
2,T38,Joaquin Niemann,4,320.9,"2,567",8,t034,Travelers Championship,2020,weekly
3,T25,Rory McIlroy,4,316.8,"2,534",8,t034,Travelers Championship,2020,weekly
4,7,Bryson DeChambeau,4,316.6,"2,533",8,t034,Travelers Championship,2020,weekly
5,37,Mackenzie Hughes,4,316,"2,528",8,t034,Travelers Championship,2020,weekly
6,,Patrick Cantlay,4,315.5,"2,524",8,t034,Travelers Championship,2020,weekly
7,24,Lucas Glover,4,315,"2,520",8,t034,Travelers Championship,2020,weekly
8,,Sam Burns,4,313.9,"2,511",8,t034,Travelers Championship,2020,weekly
9,,Will Gordon,4,312.9,"2,503",8,t034,Travelers Championship,2020,weekly
10,68,Joel Dahmen,4,312.8,"2,502",8,t034,Travelers Championship,2020,weekly
T11,,Byeong Hun An,4,309.8,"2,478",8,t034,Travelers Championship,2020,weekly
T11,,Si Woo Kim,4,309.8,"2,478",8,t034,Travelers Championship,2020,weekly
13,,Kevin Streelman,4,309.6,"2,477",8,t034,Travelers Championship,2020,weekly
14,,Patton Kizzire,4,309.1,"2,473",8,t034,Travelers Championship,2020,weekly
15,5,Xander Schauffele,4,309,"2,472",8,t034,Travelers Championship,2020,weekly
16,,Jason Day,4,308,"2,464",8,t034,Travelers Championship,2020,weekly
17,47,Troy Merritt,4,307.4,"2,459",8,t034,Travelers Championship,2020,weekly
18,13,Jordan Spieth,4,307.1,"2,457",8,t034,Travelers Championship,2020,weekly
19,,Phil Mickelson,4,306.9,"2,455",8,t034,Travelers Championship,2020,weekly
20,48,Abraham Ancer,4,306.8,"2,454",8,t034,Travelers Championship,2020,weekly
21,70,Scott Stallings,4,306.3,"2,450",8,t034,Travelers Championship,2020,weekly
22,29,Sergio Garcia,4,305.9,"2,447",8,t034,Travelers Championship,2020,weekly
23,,Patrick Reed,4,305.6,"2,445",8,t034,Travelers Championship,2020,weekly
24,,Joseph Bramlett,4,304.1,"2,433",8,t034,Travelers Championship,2020,weekly
25,,Greg Chalmers,4,303.9,"2,431",8,t034,Travelers Championship,2020,weekly
26,,Adam Long,4,303.4,"2,427",8,t034,Travelers Championship,2020,weekly
27,T63,Tyler Duncan,4,303.1,"2,425",8,t034,Travelers Championship,2020,weekly
28,6,Dustin Johnson,4,303,"2,424",8,t034,Travelers Championship,2020,weekly
T29,,Rafa Cabrera Bello,4,302.9,"2,423",8,t034,Travelers Championship,2020,weekly
T29,9,Viktor Hovland,4,302.9,"2,423",8,t034,Travelers Championship,2020,weekly
31,14,Jon Rahm,4,302.6,"2,421",8,t034,Travelers Championship,2020,weekly
32,,Paul Casey,4,302,"2,416",8,t034,Travelers Championship,2020,weekly
33,T66,Ian Poulter,4,301.8,"2,414",8,t034,Travelers Championship,2020,weekly
34,,Zach Johnson,4,301.6,"2,413",8,t034,Travelers Championship,2020,weekly
35,52,Chez Reavie,4,301.1,"2,409",8,t034,Travelers Championship,2020,weekly
T36,,Roger Sloan,4,301,"2,408",8,t034,Travelers Championship,2020,weekly
T36,,Richy Werenski,4,301,"2,408",8,t034,Travelers Championship,2020,weekly
38,,Aaron Wise,4,300.5,"2,404",8,t034,Travelers Championship,2020,weekly
39,,Charley Hoffman,4,300.4,"2,403",8,t034,Travelers Championship,2020,weekly
40,,Austin Cook,4,299.5,"2,396",8,t034,Travelers Championship,2020,weekly
41,,Seung-Yul Noh,4,299.4,"2,395",8,t034,Travelers Championship,2020,weekly
42,,Kevin Na,4,299.3,"2,394",8,t034,Travelers Championship,2020,weekly
43,,Brendan Steele,4,298.9,"2,391",8,t034,Travelers Championship,2020,weekly
44,,Russell Henley,4,298.3,"2,386",8,t034,Travelers Championship,2020,weekly
45,,Brandt Snedeker,4,298.1,"2,385",8,t034,Travelers Championship,2020,weekly
46,,Sung Kang,4,297.9,"2,383",8,t034,Travelers Championship,2020,weekly
47,,Louis Oosthuizen,4,297.6,"2,381",8,t034,Travelers Championship,2020,weekly
48,58,Ryan Armour,4,297.3,"2,378",8,t034,Travelers Championship,2020,weekly
49,,Shane Lowry,4,296.9,"2,375",8,t034,Travelers Championship,2020,weekly
50,,Sungjae Im,4,296.6,"2,373",8,t034,Travelers Championship,2020,weekly
51,,Harold Varner III,4,296,"2,368",8,t034,Travelers Championship,2020,weekly
T52,21,Wesley Bryan,4,294.3,"2,354",8,t034,Travelers Championship,2020,weekly
T52,,Kevin Chappell,4,294.3,"2,354",8,t034,Travelers Championship,2020,weekly
54,,Kyle Stanley,4,293.5,"2,348",8,t034,Travelers Championship,2020,weekly
T55,,Tom Hoge,4,292.6,"2,341",8,t034,Travelers Championship,2020,weekly
T55,T63,Mark Hubbard,4,292.6,"2,341",8,t034,Travelers Championship,2020,weekly
57,71,Brian Stuard,4,292.4,"2,339",8,t034,Travelers Championship,2020,weekly
T58,,Brendon Todd,4,291,"2,328",8,t034,Travelers Championship,2020,weekly
T58,53,Doc Redman,4,291,"2,328",8,t034,Travelers Championship,2020,weekly
60,,Marc Leishman,4,289.9,"2,319",8,t034,Travelers Championship,2020,weekly
61,54,Michael Thompson,4,289.5,"2,316",8,t034,Travelers Championship,2020,weekly
62,,Luke Donald,4,289,"2,312",8,t034,Travelers Championship,2020,weekly
63,,Emiliano Grillo,4,287,"2,296",8,t034,Travelers Championship,2020,weekly
64,,Lanto Griffin,4,285.6,"2,285",8,t034,Travelers Championship,2020,weekly
65,,Scott Brown,4,285.3,"2,282",8,t034,Travelers Championship,2020,weekly
66,,Jim Furyk,4,284.5,"2,276",8,t034,Travelers Championship,2020,weekly
67,,Henrik Norlander,4,283.9,"2,271",8,t034,Travelers Championship,2020,weekly
68,,Hank Lebioda,4,276.8,"2,214",8,t034,Travelers Championship,2020,weekly
1,,Erik van Rooyen,4,306.1,"2,449",8,t012,RBC Heritage,2020,weekly
2,19,Justin Thomas,4,304.8,"2,438",8,t012,RBC Heritage,2020,weekly
3,5,Brooks Koepka,4,303.4,"2,427",8,t012,RBC Heritage,2020,weekly
4,,Sepp Straka,4,300.5,"2,404",8,t012,RBC Heritage,2020,weekly
5,17,Xander Schauffele,4,297.8,"2,382",8,t012,RBC Heritage,2020,weekly
6,,Dustin Johnson,4,297.3,"2,378",8,t012,RBC Heritage,2020,weekly
7,1,Bryson DeChambeau,4,295.9,"2,367",8,t012,RBC Heritage,2020,weekly
8,,Wyndham Clark,4,295,"2,360",8,t012,RBC Heritage,2020,weekly
9,34,Viktor Hovland,4,293.9,"2,351",8,t012,RBC Heritage,2020,weekly
10,20,Tony Finau,4,293.5,"2,348",8,t012,RBC Heritage,2020,weekly
11,,Matt Wallace,4,293.3,"2,346",8,t012,RBC Heritage,2020,weekly
12,38,Justin Rose,4,292.6,"2,341",8,t012,RBC Heritage,2020,weekly
13,10,Jordan Spieth,4,290.5,"2,324",8,t012,RBC Heritage,2020,weekly
14,,Jon Rahm,4,290,"2,320",8,t012,RBC Heritage,2020,weekly
15,,Sam Ryder,4,287.3,"2,298",8,t012,RBC Heritage,2020,weekly
16,23,Gary Woodland,4,287,"2,296",8,t012,RBC Heritage,2020,weekly
17,,Max Homa,4,286.5,"2,292",8,t012,RBC Heritage,2020,weekly
18,,Danny Lee,4,286.4,"2,291",8,t012,RBC Heritage,2020,weekly
T19,7,Jhonattan Vegas,4,286,"2,288",8,t012,RBC Heritage,2020,weekly
T19,T45,Adam Hadwin,4,286,"2,288",8,t012,RBC Heritage,2020,weekly
21,,Wesley Bryan,4,285.8,"2,286",8,t012,RBC Heritage,2020,weekly
22,,Ryan Palmer,4,285.6,"2,285",8,t012,RBC Heritage,2020,weekly
23,27,Harry Higgs,4,285.5,"2,284",8,t012,RBC Heritage,2020,weekly
24,41,Lucas Glover,4,285.3,"2,282",8,t012,RBC Heritage,2020,weekly
T25,9,Rory McIlroy,4,284.9,"2,279",8,t012,RBC Heritage,2020,weekly
T25,,Dylan Frittelli,4,284.9,"2,279",8,t012,RBC Heritage,2020,weekly
27,,Chris Stroud,4,284.8,"2,278",8,t012,RBC Heritage,2020,weekly
28,15,Alex Noren,4,284.1,"2,273",8,t012,RBC Heritage,2020,weekly
29,,Sergio Garcia,4,283.9,"2,271",8,t012,RBC Heritage,2020,weekly
T30,,Ernie Els,4,283.6,"2,269",8,t012,RBC Heritage,2020,weekly
T30,18,Matthew NeSmith,4,283.6,"2,269",8,t012,RBC Heritage,2020,weekly
32,35,Matt Jones,4,283.4,"2,267",8,t012,RBC Heritage,2020,weekly
33,,Webb Simpson,4,283,"2,264",8,t012,RBC Heritage,2020,weekly
34,T45,Collin Morikawa,4,282.4,"2,259",8,t012,RBC Heritage,2020,weekly
35,11,Corey Conners,4,282.1,"2,257",8,t012,RBC Heritage,2020,weekly
36,,Harris English,4,281.8,"2,254",8,t012,RBC Heritage,2020,weekly
37,,Mackenzie Hughes,4,281.1,"2,249",8,t012,RBC Heritage,2020,weekly
T38,,Tyrrell Hatton,4,281,"2,248",8,t012,RBC Heritage,2020,weekly
T38,16,Joaquin Niemann,4,281,"2,248",8,t012,RBC Heritage,2020,weekly
T38,,Sebastián Muñoz,4,281,"2,248",8,t012,RBC Heritage,2020,weekly
T41,49,J.T. Poston,4,280.8,"2,246",8,t012,RBC Heritage,2020,weekly
T41,,Jim Herman,4,280.8,"2,246",8,t012,RBC Heritage,2020,weekly
43,,Bill Haas,4,280.4,"2,243",8,t012,RBC Heritage,2020,weekly
44,T61,Brian Harman,4,279.6,"2,237",8,t012,RBC Heritage,2020,weekly
45,,Brice Garnett,4,279.5,"2,236",8,t012,RBC Heritage,2020,weekly
46,,Vaughn Taylor,4,278.8,"2,230",8,t012,RBC Heritage,2020,weekly
47,,Troy Merritt,4,278.4,"2,227",8,t012,RBC Heritage,2020,weekly
48,25,Abraham Ancer,4,278.1,"2,225",8,t012,RBC Heritage,2020,weekly
49,52,Chesson Hadley,4,278,"2,224",8,t012,RBC Heritage,2020,weekly
50,,Peter Malnati,4,277.9,"2,223",8,t012,RBC Heritage,2020,weekly
51,4,Bubba Watson,4,277.5,"2,220",8,t012,RBC Heritage,2020,weekly
52,,Chez Reavie,4,276.5,"2,212",8,t012,RBC Heritage,2020,weekly
53,30,Doc Redman,4,276,"2,208",8,t012,RBC Heritage,2020,weekly
54,,Michael Thompson,4,275.9,"2,207",8,t012,RBC Heritage,2020,weekly
T55,,C.T. Pan,4,275.4,"2,203",8,t012,RBC Heritage,2020,weekly
T55,,Matt Kuchar,4,275.4,"2,203",8,t012,RBC Heritage,2020,weekly
T55,,Stewart Cink,4,275.4,"2,203",8,t012,RBC Heritage,2020,weekly
58,,Ryan Armour,4,275,"2,200",8,t012,RBC Heritage,2020,weekly
T59,51,Andrew Landry,4,274.9,"2,199",8,t012,RBC Heritage,2020,weekly
T59,54,Matt Fitzpatrick,4,274.9,"2,199",8,t012,RBC Heritage,2020,weekly
61,,Christiaan Bezuidenhout,4,274.8,"2,198",8,t012,RBC Heritage,2020,weekly
62,22,Daniel Berger,4,273.6,"2,189",8,t012,RBC Heritage,2020,weekly
T63,40,Mark Hubbard,4,272.4,"2,179",8,t012,RBC Heritage,2020,weekly
T63,39,Tyler Duncan,4,272.4,"2,179",8,t012,RBC Heritage,2020,weekly
65,63,Branden Grace,4,271.6,"2,173",8,t012,RBC Heritage,2020,weekly
T66,,Charl Schwartzel,4,270.5,"2,164",8,t012,RBC Heritage,2020,weekly
T66,T55,Ian Poulter,4,270.5,"2,164",8,t012,RBC Heritage,2020,weekly
68,43,Joel Dahmen,4,270.3,"2,162",8,t012,RBC Heritage,2020,weekly
69,31,Maverick McNealy,4,269.6,"2,157",8,t012,RBC Heritage,2020,weekly
70,,Scott Stallings,4,267.8,"2,142",8,t012,RBC Heritage,2020,weekly
71,64,Brian Stuard,4,265.8,"2,126",8,t012,RBC Heritage,2020,weekly
72,59,Jason Dufner,4,265.6,"2,125",8,t012,RBC Heritage,2020,weekly
73,,Carlos Ortiz,4,262.1,"2,097",8,t012,RBC Heritage,2020,weekly
74,44,Rory Sabbatini,4,258.1,"2,065",8,t012,RBC Heritage,2020,weekly
75,,Bernhard Langer,4,250.9,"2,007",8,t012,RBC Heritage,2020,weekly
1,1,Bryson DeChambeau,4,340.4,"2,723",8,t021,Charles Schwab Challenge,2020,weekly
2,6,Matthew Wolff,4,339.9,"2,719",8,t021,Charles Schwab Challenge,2020,weekly
3,,Cameron Champ,4,330.3,"2,642",8,t021,Charles Schwab Challenge,2020,weekly
4,,Bubba Watson,4,322.1,"2,577",8,t021,Charles Schwab Challenge,2020,weekly
5,18,Brooks Koepka,4,319.3,"2,554",8,t021,Charles Schwab Challenge,2020,weekly
6,,Peter Uihlein,4,318,"2,544",8,t021,Charles Schwab Challenge,2020,weekly
7,,Jhonattan Vegas,4,316,"2,528",8,t021,Charles Schwab Challenge,2020,weekly
8,13,Keith Mitchell,4,315.9,"2,527",8,t021,Charles Schwab Challenge,2020,weekly
9,3,Rory McIlroy,4,315.4,"2,523",8,t021,Charles Schwab Challenge,2020,weekly
10,,Jordan Spieth,4,314.3,"2,514",8,t021,Charles Schwab Challenge,2020,weekly
11,,Corey Conners,4,313.5,"2,508",8,t021,Charles Schwab Challenge,2020,weekly
T12,31,Billy Horschel,4,311.3,"2,490",8,t021,Charles Schwab Challenge,2020,weekly
T12,5,Jason Kokrak,4,311.3,"2,490",8,t021,Charles Schwab Challenge,2020,weekly
14,17,Scottie Scheffler,4,310.6,"2,485",8,t021,Charles Schwab Challenge,2020,weekly
15,,Alex Noren,4,310.3,"2,482",8,t021,Charles Schwab Challenge,2020,weekly
16,,Joaquin Niemann,4,310.1,"2,481",8,t021,Charles Schwab Challenge,2020,weekly
17,7,Xander Schauffele,4,309.9,"2,479",8,t021,Charles Schwab Challenge,2020,weekly
18,,Matthew NeSmith,4,309.5,"2,476",8,t021,Charles Schwab Challenge,2020,weekly
19,,Justin Thomas,4,308.6,"2,469",8,t021,Charles Schwab Challenge,2020,weekly
20,,Tony Finau,4,307.8,"2,462",8,t021,Charles Schwab Challenge,2020,weekly
21,53,Patrick Reed,4,306.9,"2,455",8,t021,Charles Schwab Challenge,2020,weekly
22,,Daniel Berger,4,306.1,"2,449",8,t021,Charles Schwab Challenge,2020,weekly
23,,Gary Woodland,4,306,"2,448",8,t021,Charles Schwab Challenge,2020,weekly
24,T33,Byeong Hun An,4,305.5,"2,444",8,t021,Charles Schwab Challenge,2020,weekly
25,58,Abraham Ancer,4,305.3,"2,442",8,t021,Charles Schwab Challenge,2020,weekly
26,,Scott Piercy,4,304.6,"2,437",8,t021,Charles Schwab Challenge,2020,weekly
27,T24,Harry Higgs,4,303.8,"2,430",8,t021,Charles Schwab Challenge,2020,weekly
T28,35,Harold Varner III,4,303.4,"2,427",8,t021,Charles Schwab Challenge,2020,weekly
T28,39,Sungjae Im,4,303.4,"2,427",8,t021,Charles Schwab Challenge,2020,weekly
30,40,Doc Redman,4,301.4,"2,411",8,t021,Charles Schwab Challenge,2020,weekly
31,,Maverick McNealy,4,300.9,"2,407",8,t021,Charles Schwab Challenge,2020,weekly
32,,Adam Schenk,4,299,"2,392",8,t021,Charles Schwab Challenge,2020,weekly
33,,Charles Howell III,4,298.8,"2,390",8,t021,Charles Schwab Challenge,2020,weekly
34,15,Viktor Hovland,4,298.6,"2,389",8,t021,Charles Schwab Challenge,2020,weekly
35,14,Matt Jones,4,298.5,"2,388",8,t021,Charles Schwab Challenge,2020,weekly
T36,,Louis Oosthuizen,4,298.4,"2,387",8,t021,Charles Schwab Challenge,2020,weekly
T36,19,Patrick Rodgers,4,298.4,"2,387",8,t021,Charles Schwab Challenge,2020,weekly
38,,Justin Rose,4,298.3,"2,386",8,t021,Charles Schwab Challenge,2020,weekly
39,,Tyler Duncan,4,297.6,"2,381",8,t021,Charles Schwab Challenge,2020,weekly
40,,Mark Hubbard,4,297.5,"2,380",8,t021,Charles Schwab Challenge,2020,weekly
41,,Lucas Glover,4,297.4,"2,379",8,t021,Charles Schwab Challenge,2020,weekly
42,8,Keegan Bradley,4,297.3,"2,378",8,t021,Charles Schwab Challenge,2020,weekly
43,T24,Joel Dahmen,4,296.9,"2,375",8,t021,Charles Schwab Challenge,2020,weekly
44,42,Rory Sabbatini,4,296.5,"2,372",8,t021,Charles Schwab Challenge,2020,weekly
T45,,Adam Hadwin,4,296.4,"2,371",8,t021,Charles Schwab Challenge,2020,weekly
T45,16,Collin Morikawa,4,296.4,"2,371",8,t021,Charles Schwab Challenge,2020,weekly
47,,Richy Werenski,4,296.3,"2,370",8,t021,Charles Schwab Challenge,2020,weekly
48,57,Zach Johnson,4,295.8,"2,366",8,t021,Charles Schwab Challenge,2020,weekly
49,,J.T. Poston,4,295.1,"2,361",8,t021,Charles Schwab Challenge,2020,weekly
50,,Bronson Burgoon,4,294.6,"2,357",8,t021,Charles Schwab Challenge,2020,weekly
51,,Andrew Landry,4,293.5,"2,348",8,t021,Charles Schwab Challenge,2020,weekly
52,,Chesson Hadley,4,293.4,"2,347",8,t021,Charles Schwab Challenge,2020,weekly
53,,Rafa Cabrera Bello,4,293,"2,344",8,t021,Charles Schwab Challenge,2020,weekly
54,44,Matt Fitzpatrick,4,292.9,"2,343",8,t021,Charles Schwab Challenge,2020,weekly
T55,,Kevin Kisner,4,291.8,"2,334",8,t021,Charles Schwab Challenge,2020,weekly
T55,T60,Ian Poulter,4,291.8,"2,334",8,t021,Charles Schwab Challenge,2020,weekly
57,52,Bud Cauley,4,291,"2,328",8,t021,Charles Schwab Challenge,2020,weekly
58,,Jim Furyk,4,289.6,"2,317",8,t021,Charles Schwab Challenge,2020,weekly
59,,Jason Dufner,4,288.5,"2,308",8,t021,Charles Schwab Challenge,2020,weekly
60,,Pat Perez,4,287.6,"2,301",8,t021,Charles Schwab Challenge,2020,weekly
T61,,Brian Harman,4,287,"2,296",8,t021,Charles Schwab Challenge,2020,weekly
T61,,Chris Kirk,4,287,"2,296",8,t021,Charles Schwab Challenge,2020,weekly
63,,Branden Grace,4,285.9,"2,287",8,t021,Charles Schwab Challenge,2020,weekly
64,,Brian Stuard,4,283.1,"2,265",8,t021,Charles Schwab Challenge,2020,weekly
65,,Denny McCarthy,4,282.9,"2,263",8,t021,Charles Schwab Challenge,2020,weekly
66,T11,Talor Gooch,4,281.3,"2,250",8,t021,Charles Schwab Challenge,2020,weekly
67,55,Zac Blair,4,279,"2,232",8,t021,Charles Schwab Challenge,2020,weekly
1,,Bryson DeChambeau,4,317.5,"2,540",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
2,18,Sam Burns,4,314.8,"2,518",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
3,,Rory McIlroy,4,313.4,"2,507",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
4,,Scott Harrington,4,306.5,"2,452",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
5,,Jason Kokrak,4,306.1,"2,449",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
6,3,Matthew Wolff,4,305.1,"2,441",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
7,,Xander Schauffele,4,305,"2,440",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
8,,Keegan Bradley,4,303.1,"2,425",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
9,,Matt Wallace,4,302,"2,416",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
10,T11,Wyndham Clark,4,301.6,"2,413",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
T11,,Max Homa,4,299.1,"2,393",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
T11,7,Talor Gooch,4,299.1,"2,393",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
